Sydney|-33.86|151.21|2015-06-30T23:00:00Z|1|12.0|1026.2|85
Sydney|-33.86|151.21|2015-07-01T05:00:00Z|1|17.4|1022.6|37
Sydney|-33.86|151.21|2015-07-01T23:00:00Z|0|8.4|1020.0|70
Sydney|-33.86|151.21|2015-07-02T05:00:00Z|0|16.1|1016.8|40
Sydney|-33.86|151.21|2015-07-02T23:00:00Z|0|8.1|1026.5|55
Sydney|-33.86|151.21|2015-07-03T05:00:00Z|0|15.9|1024.6|46
Sydney|-33.86|151.21|2015-07-03T23:00:00Z|0|7.6|1022.7|82
Sydney|-33.86|151.21|2015-07-04T05:00:00Z|0|15.5|1020.3|31
Sydney|-33.86|151.21|2015-07-04T23:00:00Z|0|7.7|1022.2|66
Sydney|-33.86|151.21|2015-07-05T05:00:00Z|0|16.6|1018.0|35
Sydney|-33.86|151.21|2015-07-05T23:00:00Z|0|8.6|1016.3|58
Sydney|-33.86|151.21|2015-07-06T05:00:00Z|0|17.1|1013.3|34
Sydney|-33.86|151.21|2015-07-06T23:00:00Z|0|11.2|1019.8|58
Sydney|-33.86|151.21|2015-07-07T05:00:00Z|0|11.8|1021.7|85
Sydney|-33.86|151.21|2015-07-07T23:00:00Z|1|8.4|1028.7|86
Sydney|-33.86|151.21|2015-07-08T05:00:00Z|1|13.7|1027.6|64
Sydney|-33.86|151.21|2015-07-08T23:00:00Z|0|8.3|1030.8|92
Sydney|-33.86|151.21|2015-07-09T05:00:00Z|0|16.4|1026.9|46
Sydney|-33.86|151.21|2015-07-09T23:00:00Z|0|9.4|1022.6|92
Sydney|-33.86|151.21|2015-07-10T05:00:00Z|0|16.0|1019.0|61
Sydney|-33.86|151.21|2015-07-10T23:00:00Z|1|7.2|1015.4|100
Sydney|-33.86|151.21|2015-07-11T05:00:00Z|1|19.2|1009.4|48
Sydney|-33.86|151.21|2015-07-11T23:00:00Z|1|9.8|1003.6|60
Sydney|-33.86|151.21|2015-07-12T05:00:00Z|1|13.1|1001.5|42
Sydney|-33.86|151.21|2015-07-12T23:00:00Z|1|8.6|1000.9|96
Sydney|-33.86|151.21|2015-07-13T05:00:00Z|1|16.5|1002.9|41
Sydney|-33.86|151.21|2015-07-13T23:00:00Z|1|11.5|1011.5|62
Sydney|-33.86|151.21|2015-07-14T05:00:00Z|1|17.6|1010.4|31
